SatelliteID,TaskID,OrbitNum,Priority,RecordRatio,WriteSpeed,ImageNum,StationID,WindowID,IsShadow,CameraType,WinBeginTime,WinEndTime,Duration,PitchAngleList,RollAngleList,YawAngleList
3,1,7854,110000,2.3,2.026,1,,,0,CCD,466897,466908,11,15,-11.614,0
3,2,7854,50000,2.3,2.026,1,,,0,CCD,466914,466919,5,0,-11.447,0
3,3,7854,50000,2.3,2.026,1,,,0,CCD,466914,466919,5,0,-11.936,0
3,4,7854,50000,2.3,2.026,1,,,0,CCD,466923,466928,5,0,-8.398,0
3,5,7854,50000,2.3,2.026,1,,,0,CCD,467003,467008,5,0,-14.832,0
3,6,7854,50000,2.3,2.026,1,,,0,CCD,467576,467581,5,0,-21.725,0
3,7,7854,60000,2.3,2.026,1,,,0,CCD,467576,467582,6,0,-22.632,0
3,8,7854,70000,2.3,2.026,1,,,0,CCD,467576,467583,7,0,-23.525,0
3,9,7854,80000,2.3,2.026,1,,,0,CCD,467576,467584,8,0,-24.381,0
3,10,7854,50000,2.3,2.026,1,,,0,CCD,467577,467582,5,0,-21.614,0
3,11,7854,270000,2.3,2.026,1,,,0,CCD,467578,467605,27,0,-5.977,0
3,12,7854,260000,2.3,2.026,1,,,0,CCD,467579,467605,26,0,-3.973,0
3,13,7854,260000,2.3,2.026,1,,,0,CCD,467579,467605,26,0,-4.915,0
3,14,7854,510000,2.3,2.026,1,,,0,CCD,467580,467631,51,0,11.389,0
3,15,7854,50000,2.3,2.026,1,,,0,CCD,467581,467586,5,0,4.866,0
3,16,7854,50000,2.3,2.026,1,,,0,CCD,467581,467586,5,0,4.828,0
3,17,7854,190000,2.3,2.026,1,,,0,CCD,467583,467602,19,0,-8.154,0
3,18,7854,190000,2.3,2.026,1,,,0,CCD,467583,467602,19,0,-9.207,0
3,19,7854,180000,2.3,2.026,1,,,0,CCD,467583,467601,18,0,-10.252,0
3,20,7854,160000,2.3,2.026,1,,,0,CCD,467583,467599,16,0,-11.29,0
3,21,7854,160000,2.3,2.026,1,,,0,CCD,467583,467599,16,0,-12.307,0
3,22,7854,160000,2.3,2.026,1,,,0,CCD,467583,467599,16,0,-13.364,0
3,23,7854,400000,2.3,2.026,1,,,0,CCD,467585,467625,40,0,13.475,0
3,24,7854,410000,2.3,2.026,1,,,0,CCD,467585,467626,41,0,12.456,0
3,25,7854,130000,2.3,2.026,1,,,0,CCD,467585,467598,13,0,-14.359,0
3,26,7854,410000,2.3,2.026,1,,,0,CCD,467586,467627,41,0,14.485,0
3,27,7854,490000,2.3,2.026,1,,,0,CCD,467586,467635,49,0,10.363,0
3,28,7854,190000,2.3,2.026,1,,,0,CCD,467586,467605,19,0,8.143,0
3,29,7854,200000,2.3,2.026,1,,,0,CCD,467586,467606,20,0,8.005,0
3,30,7854,130000,2.3,2.026,1,,,0,CCD,467586,467599,13,0,5.486,0
3,31,7854,130000,2.3,2.026,1,,,0,CCD,467586,467599,13,0,4.701,0
3,32,7854,50000,2.3,2.026,1,,,0,CCD,467586,467591,5,0,9.546,0
3,33,7854,50000,2.3,2.026,1,,,0,CCD,467586,467591,5,0,9.191,0
3,34,7854,200000,2.3,2.026,1,,,0,CCD,467586,467606,20,0,6.961,0
3,35,7854,200000,2.3,2.026,1,,,0,CCD,467586,467606,20,0,6.532,0
3,36,7854,400000,2.3,2.026,1,,,0,CCD,467587,467627,40,0,15.483,0
3,37,7854,50000,2.3,2.026,1,,,0,CCD,467588,467593,5,0,-23.427,0
3,38,7854,50000,2.3,2.026,1,,,0,CCD,467588,467593,5,0,-23.646,0
3,39,7854,50000,2.3,2.026,1,,,0,CCD,467588,467593,5,0,-24.538,0
3,40,7854,110000,2.3,2.026,1,,,0,CCD,467588,467599,11,0,-15.394,0
3,41,7854,110000,2.3,2.026,1,,,0,CCD,467588,467599,11,0,-16.383,0
3,42,7854,80000,2.3,2.026,1,,,0,CCD,467589,467597,8,0,-22.99,0
3,43,7854,70000,2.3,2.026,1,,,0,CCD,467589,467596,7,0,-23.894,0
3,44,7854,170000,2.3,2.026,1,,,0,CCD,467589,467606,17,0,9.124,0
3,45,7854,50000,2.3,2.026,1,,,0,CCD,467590,467595,5,0,-24.763,0
3,46,7854,150000,2.3,2.026,1,,,0,CCD,467590,467605,15,0,9.569,0
3,47,7854,60000,2.3,2.026,1,,,0,CCD,467591,467597,6,0,-21.692,0
3,48,7854,60000,2.3,2.026,1,,,0,CCD,467591,467597,6,0,-22.076,0
3,49,7854,50000,2.3,2.026,1,,,0,CCD,467596,467601,5,0,-13.338,0
3,50,7854,50000,2.3,2.026,1,,,0,CCD,467596,467601,5,0,-13.971,0
3,51,7854,260000,2.3,2.026,1,,,0,CCD,467600,467626,26,0,16.518,0
3,52,7854,50000,2.3,2.026,1,,,0,CCD,467603,467608,5,0,14.088,0
3,53,7854,50000,2.3,2.026,1,,,0,CCD,467603,467608,5,0,13.243,0
3,54,7854,230000,2.3,2.026,1,,,0,CCD,467604,467627,23,0,17.519,0
3,55,7854,100000,2.3,2.026,1,,,0,CCD,467605,467615,10,0,9.995,0
3,56,7854,50000,2.3,2.026,1,,,0,CCD,467608,467613,5,0,22.499,0
3,57,7854,280000,2.3,2.026,1,,,0,CCD,467608,467636,28,0,8.012,0
3,58,7854,200000,2.3,2.026,1,,,0,CCD,467608,467628,20,0,7.007,0
3,59,7854,200000,2.3,2.026,1,,,0,CCD,467608,467628,20,0,6.563,0
3,60,7854,50000,2.3,2.026,1,,,0,CCD,467609,467614,5,0,23.361,0
3,61,7854,50000,2.3,2.026,1,,,0,CCD,467609,467614,5,0,21.598,0
3,62,7854,180000,2.3,2.026,1,,,0,CCD,467609,467627,18,0,18.52,0
3,63,7854,200000,2.3,2.026,1,,,0,CCD,467609,467629,20,0,8.135,0
3,64,7854,170000,2.3,2.026,1,,,0,CCD,467609,467626,17,0,9.534,0
3,65,7854,170000,2.3,2.026,1,,,0,CCD,467609,467626,17,0,9.102,0
3,66,7854,50000,2.3,2.026,1,,,0,CCD,467609,467614,5,0,8.944,0
3,67,7854,60000,2.3,2.026,1,,,0,CCD,467612,467618,6,0,5.496,0
3,68,7854,50000,2.3,2.026,1,,,0,CCD,467612,467617,5,0,4.592,0
3,69,7854,120000,2.3,2.026,1,,,0,CCD,467614,467626,12,0,20.549,0
3,70,7854,120000,2.3,2.026,1,,,0,CCD,467614,467626,12,0,20.416,0
3,71,7854,120000,2.3,2.026,1,,,0,CCD,467614,467626,12,0,19.479,0
3,72,7854,90000,2.3,2.026,1,,,0,CCD,467620,467629,9,0,23.316,0
3,73,7854,50000,2.3,2.026,1,,,0,CCD,467620,467625,5,0,22.434,0
3,74,7854,50000,2.3,2.026,1,,,0,CCD,467620,467625,5,0,21.525,0
3,75,7854,100000,2.3,2.026,1,,,0,CCD,467621,467631,10,0,24.191,0
3,76,7854,50000,2.3,2.026,1,,,0,CCD,467623,467628,5,0,-23.321,0
3,77,7854,50000,2.3,2.026,1,,,0,CCD,467623,467628,5,0,-24.203,0
3,78,7854,50000,2.3,2.026,1,,,0,CCD,467624,467629,5,0,13.073,0
3,79,7854,50000,2.3,2.026,1,,,0,CCD,467624,467629,5,0,-22.715,0
3,80,7854,80000,2.3,2.026,1,,,0,CCD,467627,467635,8,0,9.498,0
3,81,7854,80000,2.3,2.026,1,,,0,CCD,467627,467635,8,0,9.109,0
3,82,7854,70000,2.3,2.026,1,,,0,CCD,467629,467636,7,0,7.028,0
3,83,7854,60000,2.3,2.026,1,,,0,CCD,467629,467635,6,0,6.624,0
3,84,7854,50000,2.3,2.026,1,,,0,CCD,467630,467635,5,0,-19.824,0
3,85,7854,50000,2.3,2.026,1,,,0,CCD,467630,467635,5,0,-20.443,0
3,86,7854,50000,2.3,2.026,1,,,0,CCD,467658,467663,5,0,7.795,0
3,87,7854,50000,2.3,2.026,1,,,0,CCD,467658,467663,5,0,7.396,0
3,88,7854,100000,2.3,2.026,1,,,0,CCD,467665,467675,10,0,24.6,0
3,89,7854,50000,2.3,2.026,1,,,0,CCD,467694,467699,5,0,-4.725,0
3,90,7854,50000,2.3,2.026,1,,,0,CCD,467694,467699,5,0,-4.95,0
3,91,7854,60000,2.3,2.026,1,,,0,CCD,467750,467756,6,0,-4.823,0
3,92,7854,50000,2.3,2.026,1,,,0,CCD,467750,467755,5,0,-5.575,0
3,93,7854,50000,2.3,2.026,1,,,0,CCD,467751,467756,5,0,-0.668,0
3,94,7854,50000,2.3,2.026,1,,,0,CCD,467751,467756,5,0,-2.331,0
3,95,7854,50000,2.3,2.026,1,,,0,CCD,467752,467757,5,0,-5.549,0
3,96,7854,50000,2.3,2.026,1,,,0,CCD,467752,467757,5,0,-6.4,0
3,97,7854,50000,2.3,2.026,1,,,0,CCD,467752,467757,5,0,-7.493,0
3,98,7854,50000,2.3,2.026,1,,,0,CCD,467753,467758,5,0,-1.203,0
3,99,7854,50000,2.3,2.026,1,,,0,CCD,467754,467759,5,0,-0.723,0
3,100,7854,50000,2.3,2.026,1,,,0,CCD,467757,467762,5,0,-7.191,0
3,101,7854,50000,2.3,2.026,1,,,0,CCD,467758,467763,5,0,-7.883,0
3,102,7854,100000,2.3,2.026,1,,,0,CCD,467976,467986,10,0,-0.545,0
3,103,7855,50000,2.3,2.026,1,,,0,CCD,472223,472417,5,45;44.802;44.531;44.258;43.981;43.7;43.415;43.128;42.836;42.54;42.241;41.938;41.631;41.32;41.006;40.687;40.364;40.037;39.706;39.371;39.031;38.687;38.339;37.987;37.63;37.269;36.903;36.533;36.158;35.778;35.394;35.005;34.612;34.213;33.81;33.402;32.99;32.572;32.15;31.722;31.29;30.853;30.41;29.963;29.511;29.053;28.591;28.123;27.651;27.173;26.691;26.203;25.71;25.213;24.71;24.202;23.689;23.172;22.649;22.122;21.59;21.053;20.511;19.965;19.414;18.858;18.298;17.734;17.165;16.592;16.015;15.434;14.849;14.259;13.667;13.07;12.47;11.867;11.26;10.65;10.037;9.421;8.803;8.181;7.558;6.932;6.304;5.674;5.042;4.409;3.774;3.138;2.5;1.862;1.223;0.584;-0.056;-0.697;-1.337;-1.977;-2.617;-3.256;-3.895;-4.532;-5.169;-5.804;-6.439;-7.071;-7.702;-8.331;-8.958;-9.582;-10.204;-10.824;-11.441;-12.055;-12.666;-13.275;-13.879;-14.481;-15.079;-15.673;-16.264;-16.851;-17.434;-18.013;-18.587;-19.158;-19.724;-20.286;-20.843;-21.396;-21.944;-22.488;-23.027;-23.561;-24.09;-24.614;-25.134;-25.648;-26.158;-26.662;-27.162;-27.657;-28.146;-28.631;-29.11;-29.584;-30.053;-30.518;-30.977;-31.431;-31.88;-32.324;-32.763;-33.197;-33.626;-34.05;-34.469;-34.883;-35.292;-35.697;-36.097;-36.491;-36.882;-37.267;-37.648;-38.024;-38.395;-38.762;-39.125;-39.482;-39.836;-40.185;-40.53;-40.87;-41.206;-41.538;-41.866;-42.189;-42.509;-42.824;-43.136;-43.443;-43.747;-44.046;-44.342;-44.634;-44.923;-45,-30.397;-30.409;-30.424;-30.439;-30.454;-30.469;-30.483;-30.497;-30.51;-30.523;-30.536;-30.549;-30.561;-30.573;-30.585;-30.596;-30.607;-30.618;-30.628;-30.638;-30.648;-30.657;-30.666;-30.675;-30.683;-30.691;-30.699;-30.707;-30.714;-30.72;-30.727;-30.733;-30.738;-30.744;-30.749;-30.753;-30.758;-30.762;-30.765;-30.769;-30.772;-30.774;-30.776;-30.778;-30.78;-30.781;-30.782;-30.782;-30.783;-30.782;-30.782;-30.781;-30.779;-30.778;-30.776;-30.773;-30.771;-30.768;-30.764;-30.76;-30.756;-30.752;-30.747;-30.741;-30.736;-30.73;-30.723;-30.717;-30.709;-30.702;-30.694;-30.686;-30.677;-30.668;-30.659;-30.649;-30.639;-30.629;-30.618;-30.607;-30.596;-30.584;-30.571;-30.559;-30.546;-30.532;-30.519;-30.505;-30.49;-30.475;-30.46;-30.444;-30.429;-30.412;-30.396;-30.379;-30.361;-30.343;-30.325;-30.307;-30.288;-30.269;-30.249;-30.229;-30.209;-30.188;-30.167;-30.146;-30.124;-30.102;-30.079;-30.056;-30.033;-30.01;-29.986;-29.962;-29.937;-29.912;-29.887;-29.861;-29.835;-29.809;-29.782;-29.755;-29.727;-29.7;-29.672;-29.643;-29.614;-29.585;-29.556;-29.526;-29.496;-29.465;-29.434;-29.403;-29.372;-29.34;-29.308;-29.275;-29.242;-29.209;-29.176;-29.142;-29.108;-29.074;-29.039;-29.004;-28.968;-28.933;-28.897;-28.86;-28.824;-28.787;-28.749;-28.712;-28.674;-28.636;-28.597;-28.559;-28.52;-28.48;-28.441;-28.401;-28.361;-28.32;-28.279;-28.238;-28.197;-28.155;-28.113;-28.071;-28.029;-27.986;-27.943;-27.9;-27.856;-27.812;-27.768;-27.724;-27.679;-27.635;-27.59;-27.544;-27.499;-27.453;-27.407;-27.36;-27.314;-27.301,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
